mes_disp,uf,enquadramento,sum,count
202011,AL,BOLSA FAMILIA,122993829.0,466311
202011,AL,CADUNICO,70542900.0,210462
202011,AL,EXTRACAD,244187400.0,645914
202011,AM,BOLSA FAMILIA,119925415.0,475097
202011,AM,CADUNICO,80082300.0,231425
202011,AM,EXTRACAD,397990800.0,1013165
202011,AP,BOLSA FAMILIA,23364936.0,83475
202011,AP,CADUNICO,21308400.0,58597
202011,AP,EXTRACAD,86562300.0,221579
202011,BA,BOLSA FAMILIA,564033608.0,2208441
202011,BA,CADUNICO,377702400.0,1141117
202011,BA,EXTRACAD,1140169500.0,3038456
202011,CE,BOLSA FAMILIA,351536162.0,1385242
202011,CE,CADUNICO,247899880.0,758155
202011,CE,EXTRACAD,639961200.0,1718489
202011,DF,BOLSA FAMILIA,25880543.0,83294
202011,DF,CADUNICO,25560000.0,71173
202011,DF,EXTRACAD,330034500.0,815441
202011,ES,BOLSA FAMILIA,60898947.0,224045
202011,ES,CADUNICO,90579000.0,275577
202011,ES,EXTRACAD,428748800.0,1082192
202011,GO,BOLSA FAMILIA,97786205.0,315045
202011,GO,CADUNICO,150576900.0,439396
202011,GO,EXTRACAD,787313400.0,1977740
202011,MA,BOLSA FAMILIA,273146212.0,1061142
202011,MA,CADUNICO,145949400.0,437256
202011,MA,EXTRACAD,459358200.0,1238581
202011,MG,BOLSA FAMILIA,317889323.0,1197734
202011,MG,CADUNICO,439933500.0,1331694
202011,MG,EXTRACAD,1930546000.0,4943073
202011,MS,BOLSA FAMILIA,37896925.0,129725
202011,MS,CADUNICO,76521300.0,225208
202011,MS,EXTRACAD,265483800.0,650843
202011,MT,BOLSA FAMILIA,49135126.0,159886
202011,MT,CADUNICO,93557100.0,274920
202011,MT,EXTRACAD,362871900.0,890353
202011,PA,BOLSA FAMILIA,298162635.0,1119154
202011,PA,CADUNICO,221595600.0,656298
202011,PA,EXTRACAD,697698900.0,1827889
202011,PB,BOLSA FAMILIA,155032663.0,634207
202011,PB,CADUNICO,86512800.0,262657
202011,PB,EXTRACAD,277656940.0,747134
202011,PE,BOLSA FAMILIA,373440582.0,1367162
202011,PE,CADUNICO,246431100.0,738187
202011,PE,EXTRACAD,740708700.0,1962672
202011,PI,BOLSA FAMILIA,132982268.0,563533
202011,PI,CADUNICO,74389500.0,226215
202011,PI,EXTRACAD,231074400.0,620897
202011,PR,BOLSA FAMILIA,114143547.0,406974
202011,PR,CADUNICO,257550240.0,772111
202011,PR,EXTRACAD,1088899500.0,2724577
202011,RJ,BOLSA FAMILIA,283335258.0,982787
202011,RJ,CADUNICO,259715700.0,743603
202011,RJ,EXTRACAD,2032762300.0,5216026
202011,RN,BOLSA FAMILIA,116300038.0,453578
202011,RN,CADUNICO,89304900.0,273878
202011,RN,EXTRACAD,265401000.0,697570
202011,RO,BOLSA FAMILIA,28750469.0,98256
202011,RO,CADUNICO,51384300.0,154292
202011,RO,EXTRACAD,192455700.0,477481
202011,RR,BOLSA FAMILIA,14196126.0,55213
202011,RR,CADUNICO,15879000.0,45210
202011,RR,EXTRACAD,69468900.0,166345
202011,RS,BOLSA FAMILIA,122243835.0,383448
202011,RS,CADUNICO,158531320.0,460018
202011,RS,EXTRACAD,1059509560.0,2589385
202011,SC,BOLSA FAMILIA,36684984.0,125857
202011,SC,CADUNICO,73116900.0,213491
202011,SC,EXTRACAD,723223200.0,1749439
202011,SE,BOLSA FAMILIA,90943590.0,331231
202011,SE,CADUNICO,59367000.0,177659
202011,SE,EXTRACAD,166148100.0,443186
202011,SP,BOLSA FAMILIA,472661249.0,1611356
202011,SP,CADUNICO,768435600.0,2220860
202011,SP,EXTRACAD,4714583400.0,11848781
202011,TO,BOLSA FAMILIA,35991032.0,136509
202011,TO,CADUNICO,47962800.0,146341
202011,TO,EXTRACAD,118241700.0,306034
202012,AC,BOLSA FAMILIA,23031349.0,106198
202012,AC,CADUNICO,16047900.0,47218
202012,AC,EXTRACAD,63967800.0,187628
202012,AL,BOLSA FAMILIA,121589959.0,461525
202012,AL,CADUNICO,70300500.0,208277
202012,AL,EXTRACAD,215433000.0,629309
202012,AM,BOLSA FAMILIA,117307715.0,466763
202012,AM,CADUNICO,81450300.0,234043
202012,AM,EXTRACAD,346189500.0,1006762
202012,AP,BOLSA FAMILIA,23068689.0,82677
202012,AP,CADUNICO,21799500.0,59658
202012,AP,EXTRACAD,76551000.0,221457
202012,BA,BOLSA FAMILIA,559711925.0,2186398
202012,BA,CADUNICO,378053700.0,1135432
202012,BA,EXTRACAD,1022613900.0,2999906
202012,CE,BOLSA FAMILIA,349012179.0,1374536
202012,CE,CADUNICO,247327500.0,752560
202012,CE,EXTRACAD,575457900.0,1698271
202012,DF,BOLSA FAMILIA,25801169.0,82218
202012,DF,CADUNICO,26084400.0,72090
202012,DF,EXTRACAD,294036300.0,813198
202012,ES,BOLSA FAMILIA,60735149.0,220995
202012,ES,CADUNICO,90434700.0,273868
202012,ES,EXTRACAD,371732100.0,1065528
202012,GO,BOLSA FAMILIA,97344157.0,310960
202012,GO,CADUNICO,154663800.0,448448
202012,GO,EXTRACAD,700508700.0,1987184
202012,MA,BOLSA FAMILIA,273680781.0,1051396
202012,MA,CADUNICO,153147000.0,456376
202012,MA,EXTRACAD,422296200.0,1274649
202012,MG,BOLSA FAMILIA,317329462.0,1182494
202012,MG,CADUNICO,444078300.0,1336244
202012,MG,EXTRACAD,1703481000.0,4907787
202012,MS,BOLSA FAMILIA,37338340.0,127553
202012,MS,CADUNICO,76293600.0,223717
202012,MS,EXTRACAD,231118839.0,639082
202012,MT,BOLSA FAMILIA,48703569.0,156987
202012,MT,CADUNICO,94734000.0,276673
202012,MT,EXTRACAD,319383600.0,883727
202012,PA,BOLSA FAMILIA,295931078.0,1100166
202012,PA,CADUNICO,226050300.0,667009
202012,PA,EXTRACAD,619140000.0,1831190
202012,PB,BOLSA FAMILIA,153150864.0,628911
202012,PB,CADUNICO,85784700.0,258768
202012,PB,EXTRACAD,245347800.0,729004
202012,PE,BOLSA FAMILIA,361755019.0,1354592
202012,PE,CADUNICO,245812640.0,732076
202012,PE,EXTRACAD,661644000.0,1929114
202012,PI,BOLSA FAMILIA,131749469.0,557855
202012,PI,CADUNICO,76065900.0,230073
202012,PI,EXTRACAD,209946900.0,625890
202012,PR,BOLSA FAMILIA,113761998.0,400116
202012,PR,CADUNICO,260245800.0,773878
202012,PR,EXTRACAD,959475000.0,2706893
202012,RJ,BOLSA FAMILIA,281630782.0,971106
202012,RJ,CADUNICO,257349900.0,732742
202012,RJ,EXTRACAD,1757324191.0,5062610
202012,RN,BOLSA FAMILIA,115326158.0,449568
202012,RN,CADUNICO,88659900.0,269889
202012,RN,EXTRACAD,236313000.0,683172
202012,RO,BOLSA FAMILIA,28584162.0,97232
202012,RO,CADUNICO,52365000.0,156315
202012,RO,EXTRACAD,169789500.0,479152
202012,RR,BOLSA FAMILIA,13967335.0,54435
202012,RR,CADUNICO,16167900.0,45720
202012,RR,EXTRACAD,58967400.0,166641
202012,RS,BOLSA FAMILIA,112610326.0,376001
202012,RS,CADUNICO,159895500.0,461219
202012,RS,EXTRACAD,945150860.0,2580540
202012,SC,BOLSA FAMILIA,35083788.0,122540
202012,SC,CADUNICO,74093700.0,214243
202012,SC,EXTRACAD,639276000.0,1736220
202012,SE,BOLSA FAMILIA,89974793.0,326998
202012,SE,CADUNICO,58523700.0,173738
202012,SE,EXTRACAD,148478220.0,433487
202012,SP,BOLSA FAMILIA,471381509.0,1584958
202012,SP,CADUNICO,764566200.0,2200871
202012,SP,EXTRACAD,4089507570.0,11586571
202012,TO,BOLSA FAMILIA,35765292.0,135166
202012,TO,CADUNICO,50355600.0,152392
202012,TO,EXTRACAD,108293400.0,313198
